,Review,Category,Drug,category_id
646,I have found it to control my seizures very well,Effective,Carbamazepine,0
647,"I had initial fatigue, head aches, but they subsided after the first couple months",Effective,Carbamazepine,0
648,"The reason I rated it at 9 is because I have not tried any Other drugs, primarily for fear of losing the control Tegretol provides currently",Effective,Carbamazepine,0
649,"""I found ever since I've been on tegretol my seizures have stopped""",Effective,Carbamazepine,0
650,"""Extreme fatigue, dark urine, yellow eyes, severe constipation",Adverse,Carbamazepine,1
651,"""My problem started with severe uvetis/iritis (inflammation of the iris) for which I was under a eye specialist care",Adverse,Carbamazepine,1
652,I lost a lot of vision the the left eye (it was in both eyes),Adverse,Carbamazepine,1
653,I continued to have severe pain around the left eye that was incapacitating,Ineffective,Carbamazepine,2
654,"after much pain, agony, & suffering",Adverse,Carbamazepine,1
655,I have not had a seizure for 19 years,Effective,Carbamazepine,0
656,"The next day, I had a grandmal seizure and the ambulance came",Adverse,Carbamazepine,1
657,"Tegretol really does work wonders and I hope to be seizure free the rest of my life, if I can faithfully stay on this medicine",Effective,Carbamazepine,0
658,Just had a bad 3 months and it took 1600mg for 3 weeks to control it,Effective,Carbamazepine,0
659,"For some strange reason, 1 x400mg tablet is far more effective than 4x100mg tablets",Effective,Carbamazepine,0
660,"""I took Epitol for a while and loved it",Effective,Carbamazepine,0
661,"""I have been on Tegretol for only 2 weeks and it gave me much relief",Effective,Carbamazepine,0
662,Neurontin and Topomax did not work for me,Ineffective,Carbamazepine,2
663,Only side effect of Tegretol is sleepiness,Adverse,Carbamazepine,1
664,"""I've been taking tegretol close to twenty years now I found it fantastic for my moods but I've just found out it can also make the sodium in your blood go low",Effective,Carbamazepine,0
665,"""It took me 2 years to be diagnosed and as soon as I began taking Tegretol I began feeling less pain",Effective,Carbamazepine,0
666,I was taking 800mg but the nausea was too much,Adverse,Carbamazepine,1
667,If I ever miss a pill I will begin to have pain but while taking it I am almost 100%,Adverse,Carbamazepine,1
668,"""Had a hard time putting thoughts together",Adverse,Carbamazepine,1
669,I was hurting extremely bad,Adverse,Carbamazepine,1
670,Woke me up all through the night,Adverse,Carbamazepine,1
671,no relief,Ineffective,Carbamazepine,2
672,"""Tegretol is very effective for my mood swings and hallucinations",Effective,Carbamazepine,0
673,It helps slow the racing thoughts and hyperactivity and thinking people are out to get me and helps with hearing voices,Effective,Carbamazepine,0
674,"When I do not take it, everyone can notice a huge difference in how I act",Effective,Carbamazepine,0
675,"""No good made me with no energy, zero libido, foggy thoughts, drowsiness, forgetfulness, made me more irritable and after a few weeks got the feeling I was going to snap and loose it",Adverse,Carbamazepine,1
676,Got taken off this medicine and changed to Lamictal and things got a lot better,Ineffective,Carbamazepine,2
677,"Nothing! Terrible pain, I wanted to chop my head",Adverse,Carbamazepine,1
678,The pain had me in tears crying out,Adverse,Carbamazepine,1
679,After 5 days I could breathe again with only a ache,Effective,Carbamazepine,0
680,"""Caused extreme painful headaches, which did not respond to painkillers",Adverse,Carbamazepine,1
681,"""For effectiveness in my case, this medicine gets a 1",Ineffective,Carbamazepine,2
682,"For keeping me manic the entire time it was prescribed, it gets a 10",Ineffective,Carbamazepine,2
683,My bipolar mania even seemed to be triggered and brought on originally from this,Adverse,Carbamazepine,1
684,"For the most part, the mania was of the more pleasant and euphoric type, rather than the agitated and awful one",Effective,Carbamazepine,0
685,"It worked effectively on my late mOther, but just kept me artificially happy",Effective,Carbamazepine,0
686,"I am now 2 months with Tegretol, out of bed and am enjoying life like never before",Effective,Carbamazepine,0
687,It has been a miracle for me,Effective,Carbamazepine,0
688,"This medicine has helped me SO much, and I would not have been able to live without it!""",Effective,Carbamazepine,0
689,"""Dizziness for a couple of days as I adjusted to it then again had dizziness for a couple of days as dosage was later increased to 1200mg per day",Ineffective,Carbamazepine,2
690,"Slept well, but was tired early and required going to bed about an hour earlier",Adverse,Carbamazepine,1
691,Unfortunately it did not eliminate all seizures,Ineffective,Carbamazepine,2
692,Had several absence seizures requiring that I change medication,Ineffective,Carbamazepine,2
693,Before this I started with abylify and it did not help me,Ineffective,Carbamazepine,2
694,I feel much more normal than before and I don't feel like I am going up or down anymore,Effective,Carbamazepine,0
695,"""This medicine has given nothing but trouble",Adverse,Carbamazepine,1
696,"Headache, Feeling sick and worse of all I now have a very itchy rash all over my body which is driving me round the bend",Adverse,Carbamazepine,1
697,"""TN came on gradual over a period of time, initially short attacks lasting only a few seconds prompted by face movement such as eating or talking",Adverse,Carbamazepine,1
698,"I didn't go for some time and attacks got worse, lasting longer and incapacitating in intensity",Adverse,Carbamazepine,1
699,No side effects from tegrotol but pain returns almost instantly should I miss my medication,Ineffective,Carbamazepine,2
700,"I still have episodes of pain a couple times a day, but at least I can walk around, talk and eat without the excruciating pain I had been experiencing",Effective,Carbamazepine,0
701,"Only downside is I feel like a zombie - tired, and ""out of it"" - but like Others have said - I'd take that any day over the near constant pain I was having",Effective,Carbamazepine,0
702,a little over a week ago I experienced the most painful shock/stab that was off the charts,Adverse,Carbamazepine,1
703,"It hit me on my right side, my lip gum, nose, nasal passage and spread out into my cheek",Adverse,Carbamazepine,1
704,It kept striking me and got worse and worse,Adverse,Carbamazepine,1
705,It left me the same way it came,Ineffective,Carbamazepine,2
706,I regret telling everyone how wonderful it was working,Ineffective,Carbamazepine,2
707,"The last 2 few days I've had 1 small shock a day, I've started to feel pain in my nasal passage",Adverse,Carbamazepine,1
708,I'm worried the meds going to stop working,Ineffective,Carbamazepine,2
709,"""As I have been on this medication for quite some time for my non-epileptic tonic clonic seizures, I have seen a general increase in quality of life with a couple caveats",Effective,Carbamazepine,0
710,"One: I have short term memory problems as per one of the side effects, and two: I basically drink nothing but caffeinated drinks in order to prevent !myself from sleeping all day, like for instance, I slept 11 hours last night (I know) but I'm only 10 hours into my day and I've already passed out twice and am still tired",Adverse,Carbamazepine,1
711,"""I became very ill shortly after starting the medication",Effective,Carbamazepine,0
712,"Unbearable itching as well as yellow jaundice dark urine as well as feeling very unwell""",Adverse,Carbamazepine,1
713,"""Caused me to be very drowsy all of the time, sleeping about 16 hours every night and I developed an itchy rash of red pimple-like bumps on my scalp and neckline and middle of my back after taking it for a few days",Adverse,Carbamazepine,1
714,"""I have tried so many medications for my illnesses but nothing worked until I was put on carbamazepine, it worked wonders",Effective,Carbamazepine,0
715,I was really dizzy for awhile but once I adjusted to it i feel great,Effective,Carbamazepine,0
716,"Best i ever tried""",Effective,Carbamazepine,0
717,"I have taken regular Tegretol in the past, but didn't like it because of the side effects with fatigue, confusion, and memory loss",Adverse,Carbamazepine,1
718,"I have been on Tegretol XR for the last five and a half months, and have been very pleased",Effective,Carbamazepine,0
719,The side effects seem to be much less and allow me to function much more normally,Effective,Carbamazepine,0
720,Did start 100mg Carbamazapine in the morning but had problems with vision and balance so decided against it,Adverse,Carbamazepine,1
721,Drugs working ok,Effective,Carbamazepine,0
722,"I will never make that mistake again, the 1st day I started them again, I was a ball of tears, very sad and tired, but a day later I'm back to my old happy self",Effective,Carbamazepine,0
723,"The first week I felt almost pain-free, but since have been in constant pain",Ineffective,Carbamazepine,2
724,"It does not seem to work for me at all now!""",Ineffective,Carbamazepine,2
725,My Neurologist prescribed my medicine over the phone and it relieved my pain within hours,Effective,Carbamazepine,0
726,Only side effect is that it makes me drowsy,Adverse,Carbamazepine,1
727,4 weeks just went up to 600 mgs and dont like the side affects stopping it as of today,Adverse,Carbamazepine,1
728,"""I do feel that this medication works, regular blood work to check levels in the blood are crucial",Ineffective,Carbamazepine,2
729,"It worked better back then, I do have an appointment with a psychiatrist to go over the mediaction as I do not feel that it is working as good as it used to",Ineffective,Carbamazepine,2
730,"""Stoped the pain of trigeminal neuralgia",Effective,Carbamazepine,0
731,"Side effects like unsteadyness, fingers twitching, sore joints, seeing aura's, reading difficulties, speaking difficulties",Adverse,Carbamazepine,1
732,She has had a really good tolerance for this drug with very few side effects and an amazing cut back to her seizures,Effective,Carbamazepine,0
733,I prefer this drug to any of the Other's she has tried,Effective,Carbamazepine,0
734,Tegretol has been really good for her so far,Effective,Carbamazepine,0
735,"""made me extremely sleepy, I would wake up in strange places i",Adverse,Carbamazepine,1
736,Most importantly it didn't help with nerve pain in my feet at all,Ineffective,Carbamazepine,2
737,"I quickly dropped from 130lb to 106 lbs as I was unable to eat/drink
 severe nausea
 terrible pain, right side
 unable to speak
 delirious
 forgetful 
 seizures 1st time in decades
  unable to care for my husband/self
 Had to place my husband in a care facility which was the saddest thing! 
 Lost my drivers license for 6 months due to a seizures so then couldn't visit my husband/get food",Adverse,Carbamazepine,1
738,"Had Walker even though I am young!
  I blame much of this on the Dr who did not listen to me as I described my extreme changes via phone caused by Keppra",Adverse,Carbamazepine,1
739,"They tried to put me on Tegretol and Other anticonvulsants, but I can't tolerate it",Ineffective,Carbamazepine,2
740,The pain went away like magic from the first pill but the side effects were unbearable,Effective,Carbamazepine,0
741,I get a horrific state of agitation that lasts for many hours,Adverse,Carbamazepine,1
742,"""Found it ineffective for facial spasms",Ineffective,Carbamazepine,2
743,I believe Other dystonia sufferers have had some relief with this but I was not one of them,Ineffective,Carbamazepine,2
744,"""This is the ONLY thing that has worked for me",Effective,Carbamazepine,0
745,"I was diagnosed with a 'nonspecified mood disorder', feeling totally out of control, no concentration, extremely irritable, suicidally depressed, angry, extremely everything, you name it",Adverse,Carbamazepine,1
746,This medication gives me NO side effects and just took away my 'craziness' it changed my life,Effective,Carbamazepine,0
747,"""No help at all did not work""",Ineffective,Carbamazepine,2
748,"So far I've had probably 9 or 10 ""episodes"" of pain and instead of what I can only compare to contractions (I've had 3 natural childbirths), the pain is now about a 6/10 vice 10/10",Effective,Carbamazepine,0
749,"the pain has gone from mild, one episode a day to intense, excruciating, balled up on the couch crying every hour bad",Adverse,Carbamazepine,1
750,No it did not,Ineffective,Carbamazepine,2
751,They gradually increased dose to 300mg three times a day & this worked for approx 8 weeks,Effective,Carbamazepine,0
752,"I thought I had found the dosage that would work for me & I would be pain free forever, but no the pain returned last week & it was excruciating, could hardly eat anything",Ineffective,Carbamazepine,2
753,"I increased my dose to 400mg in the morning, 300mg in the afternoon & 400mg at night & gradually the pain has disappeared",Effective,Carbamazepine,0
754,"I use to be an extremist of note but tegretol has controlled this and what i like most its not like the Other medications it does not put you on just anOther high or a buzz, you don't realize what it does but the people around you do",Effective,Carbamazepine,0
755,It slows you down to a more controlled state and keeps the depression down,Effective,Carbamazepine,0
756,"For me combine tegretol with healthy eating no dow etc rice starch, lots of water and gym and youll be sorted no doubt",Effective,Carbamazepine,0
757,"It halved my pain and made ""life livable"" again",Effective,Carbamazepine,0
758,dragging my feet on asking for an upped dosage since I fear it may lose its effectiveness,Ineffective,Carbamazepine,2
759,"""I have trigeminal neuralgia with debilitating shock pain running from my upper gum/lip line up across my face into my eye socket",Adverse,Carbamazepine,1
760,) it controls most of my pain,Effective,Carbamazepine,0
761,I still have touch sensitivity issues if I run my tongue over my lip too hard it sets off shocks,Ineffective,Carbamazepine,2
762,The first suggestion by my neurologist (100mg three times a day) didn't even touch the pain,Ineffective,Carbamazepine,2
763,"It was only after I kept insisting that it wasn't working, he turned me loose to trial and error, on my own with an upper limit of 1000mg per day",Ineffective,Carbamazepine,2
764,I take 1000 mg of tegretol xr and have been seizure free since 12/01,Effective,Carbamazepine,0
765,"However, the side effects of the tegretol xr(to me) are significant",Adverse,Carbamazepine,1
766,I have constant exhaustion and have trouble with my hand-eye coordination and memory,Adverse,Carbamazepine,1
767,"The tegratol helps with the pain massively, reducing it to more of and ache",Effective,Carbamazepine,0
768,p has me on a step up and and step down routine so I'm not in them long term,Ineffective,Carbamazepine,2
769,"It's working for me at the moment""",Effective,Carbamazepine,0
770,Initial ten days were extremely tough,Ineffective,Carbamazepine,2
771,very sleepy and was sleeping over 12 hours a day,Adverse,Carbamazepine,1
772,"Slowly there was some improvement but still very lethargic, struggling to concentrate, do day to day activities",Effective,Carbamazepine,0
773,The pain is down almost 70% and has given me some relief and relaxed me a bit,Effective,Carbamazepine,0
774,"""Sometimes i feel like a metallic flavor , I feel dizy and sleepy , but it's very helpful controlling my hypomaniac disorder 
 Not too good controlling depression as well""",Ineffective,Carbamazepine,2
775,I was put on carbamazepine for possible epilepsy and it didn't seem to do anything - but the doctors said to just keep trying,Ineffective,Carbamazepine,2
776,"However, it continued to worsen, making my focus dip considerably, and causing my hearing to change! (I'm a musician, I could tell - it dropped a semitone down",Adverse,Carbamazepine,1
777,) Was very annoying,Ineffective,Carbamazepine,2
778,"""Began taking Tegretol in 1986 along with Epilim, had the op in 1991 and have remained on Tegretol since",Effective,Carbamazepine,0
779,Massive increase in body hair,Adverse,Carbamazepine,1
780,Most of my nails split down the centre of the nail,Adverse,Carbamazepine,1
781,"As for controlling my epilepsy can not say they really did, prior to my operation, at first all was hokey dorey, then the body seemed to get used the medication and as a result the dose increased",Ineffective,Carbamazepine,2
782,"Seizure free, thanks to the opp, although i do remain on the tablets",Effective,Carbamazepine,0
783,"""my son age 5 has used tegretol for the past 6 months for bipolar disorder - it has shown a great improvement in his mood changes and has allowed Others to accept him more",Effective,Carbamazepine,0
784,if the tegretol is not given we notice a huge mood swing and rage and depression becomes more apparent,Effective,Carbamazepine,0
785,"""I took Carbamazepine for 4 days but could stand it no longer",Ineffective,Carbamazepine,2
786,"I felt very ill, had sinus pain, runny nose, headaches and feeling so ill I had to go back to bed every day",Adverse,Carbamazepine,1
787,"By day 4, I was feeling like I had 'flu and, after reading the advice leaflet, decided this medication is not for me",Ineffective,Carbamazepine,2
788,"I do react badly to a lot of medication, so it is not surprising that this one also was a no go for me",Ineffective,Carbamazepine,2
789,It would just paralyze you,Adverse,Carbamazepine,1
790,I have been on carbamazepine for about two months and it has work fantastically,Effective,Carbamazepine,0
791,"It did make me a bit sleepy and unsteady in the beginning, but that has waned and now I really do not have any side effects",Effective,Carbamazepine,0
792,I do sleep better at night than I did before I took it,Effective,Carbamazepine,0
793,"I take 2 chewable tablets, 100 mg, 2x a day and that has taken care of the pain",Effective,Carbamazepine,0
794,I have not had any episodes since I started taking it,Effective,Carbamazepine,0
795,"""Bad side effects after several months!!""",Adverse,Carbamazepine,1
796,"My head is empty and, I don't feel like myself at all",Adverse,Carbamazepine,1
797,"Feeling nauseous and, the only time I feel 'normal' is when I eat",Adverse,Carbamazepine,1
798,"This is the first mood stabiliser I've been on so, hoping I get my brain back soon or, I will definitely stop taking it",Adverse,Carbamazepine,1
799,"""I have been diagnosed with TN and was put on epilepsy tabs I have took all now but still got pain in my head I'm getting really worried about it as I can't suffer any more what to do next""",Ineffective,Carbamazepine,2
800,"""I have only taken Epitol for 3 days and thus far my experience hasn't been totally negative",Ineffective,Carbamazepine,2
801,"Yes there have been side effects, including, dizziness, confusion",Adverse,Carbamazepine,1
802,"""I have taken a lot of medicines and hated all of them or they didn't work for me",Ineffective,Carbamazepine,2
803,"This one actually works but my sex drive, well I have none now and that in turn makes me depressed so I think my doctors going to have to try something else",Adverse,Carbamazepine,1
804,"""This is the only medication that has helped me! It's great!""",Effective,Carbamazepine,0
805,"""This is totally awesome",Effective,Carbamazepine,0
806,"""I've been using this for 5 years now, no side effects",Effective,Carbamazepine,0
807,"""I have been using Tegretol for 6 months for BiPolar and I have felt happier consistently for the first time in my life",Effective,Carbamazepine,0
808,I have tried many Others over 15 years and Tegretol has changed my life,Effective,Carbamazepine,0
809,"I have had no side effects! Go Tegretol!""",Effective,Carbamazepine,0
810,"Within first 24 hours of taking Tegretol, I felt amazing",Effective,Carbamazepine,0
811,"No pain, clear head etc",Effective,Carbamazepine,0
812,"A week and a half after starting the medication, I had a horrific TN episode for twenty hours",Adverse,Carbamazepine,1
813,The pain was so bad it woke me from sleeping,Adverse,Carbamazepine,1
814,"""A pharmacy replace Carbamzapine with Epitol it did NOT control my seizures, I was fearful of going out for my seizures were not controlled",Ineffective,Carbamazepine,2
815,I got my Carbamzapine and back on it my seizures are controlled totally,Effective,Carbamazepine,0
816,It is an ineffective drug,Ineffective,Carbamazepine,2
817,I don't know what I would do without this medication,Effective,Carbamazepine,0
818,It allows me to live a normal life without any pain and I have no side effects,Effective,Carbamazepine,0
819,"Sometimes my insurance asks me to use Tegretol because it's cheaper and has the same main ingredient, but I react horribly to it",Adverse,Carbamazepine,1
820,"Frankly though, I would pay out of pocket for the Carbatrol before I would use a generic",Effective,Carbamazepine,0
821,"""Doesn't totally cut my Paroxysmal Dystonia, but drops it from a 7/10 to a 3/10",Effective,Carbamazepine,0
822,If i increase the dose (800mg XR daily) the side effects are too hard to handle,Adverse,Carbamazepine,1
823,"Generally leaves me feeling a little sluggish/slow, and have found it difficult to lose weight on Tegretol",Adverse,Carbamazepine,1
824,"""Up to 800mg seems to work about once every 2nd day still in excruciating pain and it seems the medical fraternity don't give a damn",Adverse,Carbamazepine,1
825,"I found tremendous relief on Carbatrol, but developed a severe allergic reaction to it and had to be taken off it",Ineffective,Carbamazepine,2
826,"Now I take Gabapentin, and today my doctor added Lyrica and I can't seem to get any relief",Ineffective,Carbamazepine,2
827,"""I've been on Epitol for a little over 6 months and it has CHANGED my life",Effective,Carbamazepine,0
828,"I had a hard time finding a medication that didn't worsen my condition or give me weird side effects and so far, I've had NONE of that from Epitol",Ineffective,Carbamazepine,2
829,The first few weeks were a little difficult as it made me kind of tired but I quickly adapted and no longer get drowsy,Effective,Carbamazepine,0
830,(I still find it best to take it before bedtime),Effective,Carbamazepine,0
831,My depressed symptoms are all but gone and my manic spells are much more mild (though occasionally longer),Ineffective,Carbamazepine,2
832,This medicine was a God-send,Effective,Carbamazepine,0
833,I've only been on it for 3 days and so far no change,Ineffective,Carbamazepine,2
834,Not tired or dopey at all,Effective,Carbamazepine,0
835,"One thing I just recently discovered, if i'm looking down I start to get that twitch in my lip",Adverse,Carbamazepine,1
836,"""Only medicine that works for me",Effective,Carbamazepine,0
837,No side effects yet,Effective,Carbamazepine,0
838,"""This drug was pretty scary to use",Adverse,Carbamazepine,1
839,"The symptoms got worse and worse quickly, not better",Adverse,Carbamazepine,1
840,"Very dangerous for me, couldn't see right, couldn't walk safely",Adverse,Carbamazepine,1
841,Took around 2 hours the third and last time I took it to be able to see correctly,Adverse,Carbamazepine,1
842,"Very scary!""",Adverse,Carbamazepine,1
843,"""This is only medicine that works for me",Effective,Carbamazepine,0
844,"""Caused drowsiness but did depress SOME of the pain",Ineffective,Carbamazepine,2
845,My first dose started working at 400mg,Effective,Carbamazepine,0
846,And worked after a half an hour,Effective,Carbamazepine,0
847,I can not live without this medicine,Effective,Carbamazepine,0
848,Moving back and forth between doses makes my balance off and me feeling sick,Adverse,Carbamazepine,1
849,Never any side effects,Effective,Carbamazepine,0
850,"Condition greatly improved! Cannot remember my last ""attack""",Effective,Carbamazepine,0
851,"""It works!""",Effective,Carbamazepine,0
852,Have been seizure free,Effective,Carbamazepine,0
853,It has changed my life,Effective,Carbamazepine,0
854,Only side effect I've noticed is a little more tired than normal,Adverse,Carbamazepine,1
855,"Other than that good to go!""",Effective,Carbamazepine,0
856,I noticed no diffrence with the medication,Ineffective,Carbamazepine,2
857,Very good medicine with no significant side effects,Effective,Carbamazepine,0
858,"""Excruciating pain in ear since June",Adverse,Carbamazepine,1
859,I still have one a week so not controlled but gettin there with finding the right mix of meds! My side effects were tiredness and everytime I increased was major dizziness and sickness that lasted for hours after I took the pill,Adverse,Carbamazepine,1
860,I was taking 600mg of Tegretol for the last week and I developed a awful red rash and itching all over,Adverse,Carbamazepine,1
861,Keppra was the first drug and that didn't help,Ineffective,Carbamazepine,2
862,"I have been on Tegretol for 3 days now and can tell a HUUUGE difference! I have not been given the ""full blown"" Bipolar diagnose yet, I think this will need some more in depth conversations with my psychiatrist",Ineffective,Carbamazepine,2
863,"The next morning I didn't really feel any different, it was maybe in the evening or the afternoon that I noticed an improvement",Effective,Carbamazepine,0
864,"I was a lot calmer, my thoughts were gathered, this has been the case until this day",Effective,Carbamazepine,0
865,All in all I love this medication,Effective,Carbamazepine,0
866,"My doctor prescribed me Tegretol to take as needed for them about a year ago, and it has always been 100% effective",Effective,Carbamazepine,0
867,The only side effect is that it makes me very drowsy,Adverse,Carbamazepine,1
868,"""I've had TN for about 6 or so years was put on 900mg a day and that worked for a few years n duh me slowly stared taking myself off n pain got worse so Dr upped the dose 1800mg a day that worked for quite awhile then later it started coming back so did a lot of research and come across people that did the cyberknife treatment and no referral and they got me in right away for first appt and did MRI and CT and they made a mask and two weeks later I had it done I'm just a few days out since treatment and they pain will get less n less after a month or so, so I'm hopeful, the Other comments said they have been pain free after the nerve started to die with a slight numbness n I can deal with that verses pain I'm hoping they find a cure""",Adverse,Carbamazepine,1
869,"i HAVE TAKEN EVERYTHING THERE IS TO TAKE, NOTHING WORKED EXCEPT FOR TEGRETOL",Effective,Carbamazepine,0
870,I HAVE NOT HAD ONE SEIZURE FOR THREE (3) YEARS NOW,Effective,Carbamazepine,0
871,"WOW, OH WHAT A FEELING!""",Effective,Carbamazepine,0
872,What a terrible experience,Adverse,Carbamazepine,1
873,Only 4 days into it and I became overly down on the world and virtually everything in it,Adverse,Carbamazepine,1
874,I was so saddened by everything around me,Adverse,Carbamazepine,1
875,"""Epitol is an okay drug but like any drug it has its problems like no sex drive, aggressive behavior and mood swing but if I don't have anOther seizure it is worth it and so far so good",Adverse,Carbamazepine,1
876,"""Worked great on the pain",Effective,Carbamazepine,0
877,But my AST levels went through the roof,Adverse,Carbamazepine,1
878,"""I have found this drug to balance me out I can actually cope with everyday life I also take Other drugs my cocktail is right for me venaflaxine propanadol mertatazapine and carbamazapine work well at the moment",Effective,Carbamazepine,0
879,who knows how long it will last I find my body gets use to the drugs then plays me up,Effective,Carbamazepine,0
880,Was put on carbamazepine 400mg a day which was helping,Effective,Carbamazepine,0
881,"""I started on one tablet a day at beginning of July for acute attack of TGN increasing to two a day for three weeks then down to one then alternate days last one on ,14th August 2017 as pain gone",Effective,Carbamazepine,0
882,"Since then I have had skin rashes, swollen eyes which initially was diagnosed as ', Prickly heat,' then the last two weeks I have suffered from mood swings, disturbed sleeping, emotional, irrational, hyper activity",Adverse,Carbamazepine,1
883,"My brain never stops working thought not always sensible, nor speech",Adverse,Carbamazepine,1
884,Had bloods done and awaiting results,Effective,Carbamazepine,0
885,"""No seizures whilst on Tegretol",Effective,Carbamazepine,0
886,"Extreme headaches first 4 weeks, extreme tiredness",Adverse,Carbamazepine,1
887,6 weeks after starting Tegretol hives started to appear and got worse,Adverse,Carbamazepine,1
888,Blood tests showed liver enzymes were 3 times higher than usual and red blood cell counts slightly reduced,Adverse,Carbamazepine,1
889,Thyroid gland swelled up also,Adverse,Carbamazepine,1
890,All these were shown to be a severe allergic reaction to the drug,Adverse,Carbamazepine,1
891,GENERIC TEGRETOL XR JUST AS GOOD AS THE BRAND NAME!!! I have had epilepsy for 40+ years,Effective,Carbamazepine,0
892,Once I show that is my doctor he prescribed the generic and I I have noticed no difference,Effective,Carbamazepine,0
893,No seizures or side effects,Effective,Carbamazepine,0
894,I was taking 200 once a day and experienced spells or auras (the start of a seizure) but wouldnt lose consciousness,Adverse,Carbamazepine,1
895,I went to the er after experiencing a spell where I wasnt sure if I lost consciousness,Adverse,Carbamazepine,1
896,I ended up having a grand mal in the er that night and now need to get cleared to drive,Adverse,Carbamazepine,1
897,"Luckily, I experienced results with only 200 mg twice daily dose",Effective,Carbamazepine,0
898,Within 1 month of starting; no seizures,Effective,Carbamazepine,0
899,Have been seizure free for 2 years,Effective,Carbamazepine,0
900,"As for side affects; only during the second and third week of treatment; dizzy spells, confusion, lethargy",Adverse,Carbamazepine,1
901,That all went away completely,Effective,Carbamazepine,0
902,"I am very intolerant to many drugs having Adverse reactions to most things ,took Tegretol very reluctantly but had only minimal side effects which didn't last long and after a week/10 days it gave me good pain relief on 100mgs twice daily",Effective,Carbamazepine,0
903,"This drug saved my life, as far as being able to function as a real person",Effective,Carbamazepine,0
904,I do not know what I would have to do if I could not take this med,Effective,Carbamazepine,0
905,I am starting to have seizes unrelated to this med which started before taking this med,Ineffective,Carbamazepine,2
906,"Do not know why my review did not show up, but here I go again I have been taking this for depression for several years and it has brought me out of the funk",Effective,Carbamazepine,0
907,It saved me,Effective,Carbamazepine,0
908,It worked perfectly for helping me,Effective,Carbamazepine,0
909,The only issues were it made me incredibly tired and slightly nauseous all the time,Adverse,Carbamazepine,1
910,My dose was lowered to fix the tiredness but it didn't help my condition at all,Ineffective,Carbamazepine,2
911,"Compared to Other medications, I think this one is very easy to take with minimal side effects",Effective,Carbamazepine,0
912,"After two years of guinea pig methods docs found that risperidone, prozac and tegretol worked ""OK"" which is really all you can hope for without self medicating when it comes to Tourette",Effective,Carbamazepine,0
913,I had pretty bad tics as a teen but over the course of young adulthood I slept easily half my natural lifespan away yet was terrified of quitting any of those pills,Effective,Carbamazepine,0
914,It's been at least five months since I stopped risperidone and because I'm still taking the tegretol I truly believe it is bl,Effective,Carbamazepine,0
915,Been on this for 3 months and it has made a huge positive difference,Effective,Carbamazepine,0
916,I was scared about the side effects but I had to weigh up the pros and cons and took it it has helped me lots,Effective,Carbamazepine,0
917,First few weeks had minor side effects but it has gone now,Effective,Carbamazepine,0
918,If I miss a dose and then the side effects come back,Ineffective,Carbamazepine,2
919,But it is the best drug I have been on to control seizures,Effective,Carbamazepine,0
920,"Taken for 9 months , still now I did not experienced any side effects of this med",Effective,Carbamazepine,0
921,it is effective,Effective,Carbamazepine,0
922,Side effects at higher doses are unpleasant,Adverse,Carbamazepine,1
923,Missing a dose or delaying a dose causes increase in number of pain events and severity,Adverse,Carbamazepine,1
924,Good for control until you cant go up on the dose anymore and procedure needs to be done,Effective,Carbamazepine,0
925,"Also good with Other side effects blurred vision, dizziness & terrible leg cramps",Adverse,Carbamazepine,1
926,"While in Tegretol 100mg , I have no episodes of mania nor hypomania",Effective,Carbamazepine,0
927,Instead I tend to shift towards depression,Adverse,Carbamazepine,1
928,"I have no changes in my weight, but my sleep pattern was hugely affected",Adverse,Carbamazepine,1
929,"I repeatedly woken up during the night, sometimes 4 or 5 times",Adverse,Carbamazepine,1
930,"I can't sleep continuously for more than 2 hrs, and the quality was very poor",Adverse,Carbamazepine,1
931,"During the day, I was very tired, drowsy, confused and cannot think",Adverse,Carbamazepine,1
932,"My doctor quickly stop the Tegretol, unfortunately after that, my mood swings came back",Effective,Carbamazepine,0
933,"Tegretol is a potent drug that can cause serious side effects including bone marrow depression, aplastic anemia and death",Adverse,Carbamazepine,1
934,The Phenobarbital stopped the grand mal seizures totally & have never had anOther one in over 30 yrs,Effective,Carbamazepine,0
935,"Had a high stress job & was working way too many hrs - overtime, swing-back shifts and became very fatigued and run-down",Adverse,Carbamazepine,1
936,Then the partials started back in again & the Tegretol seems to have stopped them,Effective,Carbamazepine,0
937,Feel bit more tired with Tegretol though - only drawback,Adverse,Carbamazepine,1
938,Doesn'the seem to work so well in the morning but in the afternoon next dose seems to help with depression,Effective,Carbamazepine,0
939,Paxil and Cabamazepine unable to focus enough to work,Adverse,Carbamazepine,1
940," Dizziness on December 18,19, 20",Adverse,Phenobarbital,1
941,"December 21, chest pains, December 23 to ER for chest pains",Adverse,Phenobarbital,1
942,"Dec 30,chest pains again",Adverse,Phenobarbital,1
943,Slight relief,Effective,Phenobarbital,0
944," Pharmacist called her office, got original Phenobarbital and I felt immediate relief",Effective,Phenobarbital,0
945,"""I have been taking it for 15 years and no major side effects",Effective,Phenobarbital,0
946,The doctors recommended as a safe medicine to control seizure and my baby was fine and I was fine,Effective,Phenobarbital,0
947,"""It was ok at first but the second day I couldnâ€™t stop shaking""",Adverse,Phenobarbital,1
948,"""Taken this medicine for decades and so far no sides effects or damage to the liver",Effective,Phenobarbital,0
949,Works very well if taken daily at or near the exact time,Effective,Phenobarbital,0
